gvkey,ayear,patent_app_count,RETech_avg
1043,1950,8,8.78345977547545
1043,1951,7,1.4786615374682681
1043,1952,6,0.9960948128746999
1043,1953,12,1.793144300054846
1043,1954,7,3.2138264440520468
1043,1955,15,1.1652212768773715
1043,1956,12,4.631195504590825
1043,1957,8,1.8745854406014844
1043,1958,11,0.7108553805747895
1043,1959,12,1.3732585137492233
1043,1960,11,1.1000178961014042
1043,1961,5,1.7924490733547707
1043,1962,4,9.994215397435132
1043,1963,16,2.6985666177312586
1043,1964,24,0.7925090924808734
1043,1965,27,1.4820923155335057
1043,1966,43,1.2078571565210177
1043,1967,26,1.0145377905412305
1043,1968,32,1.5675245392593757
1043,1969,47,2.4607063351314626
1043,1970,47,1.3993704964240508
1043,1971,42,1.924051199480844
1043,1972,28,1.5299434829049385
1043,1973,59,2.499783498684661
1043,1974,47,2.01764244161951
1043,1975,42,2.3826918907585513
1043,1976,38,1.103227687390118
1043,1977,41,0.9681096285274055
1043,1978,15,0.7664546644774729
1043,1979,8,1.1125404693610326
1043,1980,3,0.8184588209111107
1043,1982,2,1.4914805479708386
1043,1983,5,0.3367087015735839
1043,1984,4,2.4471412696954924
1043,1985,6,1.0807874119653764
1043,1986,7,1.3004439134074686
1043,1987,19,1.2572082430322558
1043,1988,21,0.5517025734013226
1043,1989,22,0.6905654454354959
1043,1990,7,0.7578423253167815
1043,1991,14,0.5828744566789331
1043,1992,2,0.06531963161499295
1043,1993,4,2.5023325929059044
1043,1994,6,0.507737932779566
1043,1995,1,-1.5171047264253703
1044,1959,3,1.0529807116349956
1044,1960,6,-0.08230195292878446
1044,1961,6,0.677393907270479
1044,1962,2,0.46756757218105494
1044,1963,2,0.8022802370343693
1044,1964,1,2.926014827984186
1045,1946,1,2.178822018542358
1045,1992,3,4.195692661489271
1045,1993,1,2.2132297518981487
1045,1994,3,7.268348803611798
1045,1995,1,4.479693761808067
1045,1996,1,2.748922917575418
1045,1997,1,1.5758219666281712
1045,2001,3,1.0660773294417367
1045,2004,3,2.6177607645782857
1045,2005,8,1.6157538982771196
1045,2006,1,-0.3090768008943279
1045,2007,3,1.4672536926101838
1045,2008,3,0.8750265097086509
1045,2009,4,0.020297740850514473
1045,2010,4,1.3512631251100506
1045,2011,3,2.758141886178438
1045,2012,1,2.913515689360365
1045,2013,10,0.7928050948759486
1045,2014,6,1.2073537663704694
1045,2015,1,0.9295877888541764
1045,2016,5,1.716662570471834
1045,2017,7,1.2784846034601742
1045,2018,3,1.9664247512504411
1055,1986,1,1.191988876987386
1055,1988,2,2.2400499542331476
1055,1989,3,2.7647070311889443
1055,1990,7,4.378623192614619
1055,1991,7,2.4492958817356194
1055,1992,11,2.4602029447260567
1055,1993,21,2.9093104174860436
1055,1994,14,2.5568457383392498
1055,1995,20,3.192454107348091
1055,1996,2,4.256233389435335
1056,1976,1,2.012103224336368
1056,1980,1,0.516461384147212
1056,1981,1,0.9627013650608196
1056,1982,1,-0.1357612308549844
1056,1985,1,3.6105802223413104
1056,1986,2,0.09034138530450925
1056,1987,2,1.0432640974281517
1056,1988,2,2.8878025352845413
1056,1989,3,2.8672880705388195
1056,1991,4,3.9815914329789033
1056,1992,2,3.405346645072761
1056,1993,5,3.2724744573601514
1056,1994,2,3.758280063204445
1056,1995,5,6.937220606116152
1056,1996,9,-5.029764486494354
1056,1997,8,2.974010304756654
1056,1998,3,0.9679512988627618
1056,1999,12,5.488525626286388
1056,2000,12,1.209536886767951
1056,2001,10,2.343578780190012
1056,2002,5,1.7891795289876928
1056,2003,2,-0.03375108591469235
1056,2004,1,0.029047629943249
1057,1921,2,1.2905238031291313
1057,1925,1,5.322805531898739
1057,1926,2,2.357158438433289
1057,1927,6,1.8627020172560167
1057,1928,2,1.4095069079966422
1057,1929,5,2.4775238730412155
1057,1930,13,2.06054252737474
1057,1931,11,1.9045123577561127
1057,1932,15,2.6381630914368417
1057,1933,5,0.4902654582581631
1057,1934,4,1.7124106320887331
1057,1936,16,1.601415177839962
1057,1937,11,2.103739046482222
1057,1938,9,2.002424425083685
1057,1939,14,1.489039033810496
1057,1940,21,1.9969937917528517
1057,1941,21,1.3468484843993103
1057,1942,13,3.262943711033051
1057,1943,12,2.1281617278609417
1057,1944,12,3.3006892681837248
1057,1945,9,2.236057078819238
1057,1946,20,2.1593405208561967
1057,1947,13,1.9846189426444205
1057,1948,11,1.4569916107195668
1057,1949,15,1.5918528647100092
1057,1950,6,1.6976404697571656
1057,1951,12,1.7042962898379692
1057,1952,14,1.2688706228689755
1057,1953,17,1.166958435689128
1057,1954,23,1.2251491594449677
1057,1955,32,1.5950183277848888
1057,1956,21,0.8245166134153481
1057,1957,21,1.6595304948065908
1057,1958,25,1.273106808023976
1057,1959,22,1.3957419380595595
1057,1960,22,1.0196051912271595
1057,1961,23,1.4169792146699074
1057,1962,22,1.0993128654646482
1057,1963,29,0.8618950709262075
1057,1964,19,0.9737393330796312
1057,1965,21,1.1827686774491233
1057,1966,4,1.3176225933517787
1058,1967,4,1.089409907381487
1058,1968,1,2.810778622218524
1058,1969,1,2.368717150899381
1058,1970,2,0.8435419801300145
1058,1971,5,1.5698847198352435
1058,1972,1,3.730272108722928
1058,1976,1,1.3659552877549617
1058,1979,1,0.6976746557696629
1061,1976,1,1.2087771515368668
1062,2001,1,0.709944249629899
1062,2002,1,0.3950338785959374
1065,1985,1,1.3641913998118709
1065,1986,1,1.672313657587438
1065,1987,1,1.2483501438580866
1065,1988,4,1.7128131786140046
1065,1989,9,1.97055994641644
1066,1970,1,3.8274327128467247
1067,1970,1,5.357861216494433
1070,1938,2,2.2676829934938225
1070,1939,3,2.6410637638055463
1070,1940,9,7.213055238128921
1070,1941,44,2.3086321784518633
1070,1942,47,2.3912214115389063
1070,1943,45,2.292920590981674
1070,1944,73,2.0412041743517215
1070,1945,83,1.6580204423757898
1070,1946,72,2.5456225017232397
1070,1947,62,2.381888891465845
1070,1948,78,2.767324349895874
1070,1949,69,2.5837515422481085
1070,1950,67,1.6413972615794985
1070,1951,55,2.4748111615732253
1070,1952,82,1.5848529880960351
1070,1953,67,1.5985653269352826
1070,1954,54,1.708636533439005
1070,1955,73,1.8784882333086248
1070,1956,45,1.4710930114175367
1070,1957,54,2.305355089836667
1070,1958,54,1.6258095313587573
1070,1959,29,1.890159212785858
1070,1960,28,1.8308957721617145
1070,1961,6,0.5777315953081135
1070,1962,1,3.132083390263683
1072,1976,2,0.5121640034236588
1072,1977,2,-0.0715879941160672
1072,1980,2,1.1272152727420595
1072,1981,3,0.8477026413802781
1072,1982,2,0.6311868366520156
1072,1983,2,1.3543025134097821
1072,1984,5,0.46885258375952044
1072,1985,2,0.8501427527369513
1072,1986,2,1.4190006557985702
1072,1987,2,1.2233160956604339
1072,1988,1,0.709249004254744
1072,1993,2,0.5787037257582971
1072,1994,3,0.5457061129973547
1072,1995,3,1.502424122070529
1072,1997,4,1.4827531325632073
1072,1998,4,1.8513143648640922
1072,1999,7,0.5453862542274256
1072,2000,7,1.539186806348417
1072,2001,7,1.0896453172521283
1072,2002,8,1.0690518696241444
1072,2003,9,0.8105256354051358
1072,2004,8,0.21470960793919575
1072,2005,4,-0.27585122936489226
1072,2006,15,0.6086930884213546
1072,2007,11,-0.10466640683171993
1072,2008,4,0.47510834249957873
1072,2009,2,0.9887562726777496
1075,1997,1,1.802078759282532
1075,1999,1,0.844333670438183
1075,2000,1,0.77362459325358
1075,2001,4,0.7817575279274361
1075,2002,5,1.0001204244221944
1075,2003,4,0.5680986858686318
1075,2004,6,-0.08638081684859807
1075,2005,6,0.08737572790359643
1075,2006,1,1.673890281153181
1075,2007,4,1.5005760727976352
1075,2008,1,0.2174142057428411
1075,2009,1,1.6912721168355538
1075,2011,1,1.888609575872312
1078,1931,1,6.874255835891241
1078,1933,1,8.072091750205749
1078,1934,3,5.682467857823842
1078,1935,7,6.277579900276281
1078,1936,3,4.582834770624721
1078,1937,3,8.03786975128108
1078,1938,4,4.798168980124448
1078,1939,3,5.998996490766724
1078,1940,2,5.445660844124101
1078,1941,4,4.364602125260748
1078,1942,1,4.348160229327839
1078,1943,4,2.213762895037555
1078,1944,6,5.830569774704759
1078,1945,5,2.3031139922787833
1078,1946,7,5.411731185859627
1078,1947,12,5.267473742104422
1078,1948,5,5.7498834117546505
1078,1949,12,4.6751527566719995
1078,1950,12,3.6867712721179196
1078,1951,11,5.298596710241695
1078,1952,11,4.976809690680772
1078,1953,12,3.9916832896677428
1078,1954,14,3.311076837854479
1078,1955,13,4.1130638622067615
1078,1956,9,7.8418431027755275
1078,1957,9,5.344970872914044
1078,1958,25,6.280979885517244
1078,1959,16,3.675891391819027
1078,1960,17,3.9008257371749937
1078,1961,20,5.179089106275341
1078,1962,28,5.014367355581377
1078,1963,21,3.708409196510715
1078,1964,26,1.6582850167492995
1078,1965,23,2.01977952568165
1078,1966,31,4.264838703919987
1078,1967,28,2.524139961741426
1078,1968,18,3.895835460833929
1078,1969,27,2.634673413512939
1078,1970,48,4.891115954163091
1078,1971,42,4.475546044029689
1078,1972,60,5.09875770464329
1078,1973,63,3.6662332053126336
1078,1974,58,4.600645231545464
1078,1975,49,4.507820118287293
1078,1976,42,1.6022760101664346
1078,1977,62,3.031305780430488
1078,1978,74,3.6258015509691512
1078,1979,81,4.723283862484037
1078,1980,63,2.206917293134827
1078,1981,48,1.995961495817836
1078,1982,38,3.012720277704677
1078,1983,29,3.5953103726863174
1078,1984,40,2.6215765573299232
1078,1985,40,2.273983978873473
1078,1986,50,2.3737980874265574
1078,1987,60,3.0178925840516366
1078,1988,70,1.844136446136287
1078,1989,113,2.264481924869913
1078,1990,101,2.738887895532444
1078,1991,153,2.917125746086804
1078,1992,159,3.995261838089051
1078,1993,170,2.9690423241801964
1078,1994,183,3.6439329334344572
1078,1995,311,7.337251059138012
1078,1996,199,-2.161295455714426
1078,1997,216,3.2268548359568587
1078,1998,189,0.9950068288658662
1078,1999,269,2.0220697286232445
1078,2000,279,0.8985042140590184
1078,2001,273,0.6834968423470463
1078,2002,231,1.1014996490308326
1078,2003,259,0.16513473050296126
1078,2004,211,-0.633311481769485
1078,2005,202,0.2305726235019514
1078,2006,317,1.9868653823903368
1078,2007,365,1.2518343304102881
1078,2008,371,0.4461037607795191
1078,2009,382,2.32468086645321
1078,2010,358,1.3937335872633334
1078,2011,330,0.6267212149600969
1078,2012,304,0.7792772155684834
1078,2013,335,1.0645000748730593
1078,2014,241,0.39425940879685006
1078,2015,229,0.05775990102277677
1078,2016,174,1.539806454661448
1078,2017,105,0.020691455179010533
1078,2018,56,0.2986003340907656
1079,1972,2,1.5907929951062436
1079,1973,1,0.9555040890863162
1079,1974,3,4.232113972647924
1081,1985,1,-0.0856676854574794
1081,1988,2,0.5043610136392824
1081,1989,1,2.3923491163390995
1081,1991,1,0.1666777096550703
1081,1994,2,0.5206480164860493
1081,1995,2,0.292230913004908
1081,1996,1,1.282793632847868
1081,1998,1,0.7566785150850175
1088,1976,1,0.720639790344968
1089,1974,1,2.283917706559993
1089,1975,1,2.463326631570701
1089,1976,1,1.69117727805489
1089,1978,1,2.257603407614064
1091,1981,1,0.6505863252701529
1093,1961,1,1.629090978882553
1093,1964,1,1.4363697289069122
1093,1965,1,2.082871170027154
1093,1967,2,3.069530796657511
1093,1968,1,2.76148446095726
1093,1969,1,1.3770937619214787
1093,1970,4,1.741073003780685
1093,1971,8,2.712239436797967
1093,1972,11,2.3482471148008326
1093,1973,12,1.2890711611676748
1093,1974,4,2.4225970699863435
1093,1976,4,1.4912825998992643
1093,1979,1,1.051028714572942
1093,1980,1,0.9709656057681086
1093,1981,3,3.236359750491255
1093,1982,2,1.0231216515485633
1093,1983,1,1.442083636659972
1093,1984,1,1.731797512225342
1094,1973,1,3.634366461365615
1094,1979,1,1.7833881619086398
1094,2004,1,-0.1146244228473123
1097,1978,1,1.861663518770164
1098,1947,1,7.042920818259463
1099,1973,1,1.4414734464435748
1099,1977,1,0.3627699715751411
1099,1981,1,1.2638805975497174
1099,1986,4,1.5886598719408282
1099,1987,2,0.029731002245362348
1099,1990,1,0.6108231827571656
1099,1992,2,0.158020501071347
1099,1993,1,0.7799632161929191
1099,1994,2,4.409572675942364
1099,1995,2,-1.1054194596825653
1099,1997,1,2.867227045835688
1100,1972,6,1.531257012091204
1100,1973,2,-0.18064061487196903
1100,1974,1,1.264661841848906
1100,1975,1,3.127051326760757
1100,1976,1,1.2048002427006153
1100,1978,1,0.2666922184791187
1100,1979,1,0.9980907942510884
1100,1980,2,0.2884150394561335
1100,1982,1,0.4306099245315631
1101,1959,1,1.3175431311527044
1101,1961,2,1.9791583693132364
1101,1965,1,0.1808817164476228
1101,1967,2,0.3392894430960307
1101,1968,2,1.6415071039558158
1101,1969,3,1.3651319016809935
1101,1971,2,1.3965639482177843
1101,1972,2,0.7071069933514078
1101,1973,2,0.5039931265013988
1101,1976,1,1.058874222608746
1103,1967,2,0.7664451144993241
1103,1970,1,1.361521130588492
1103,1981,1,0.924640509321347
1104,1972,2,2.501390804142933
1104,1973,2,1.2962937263949674
1104,1983,1,1.591380787239826
1104,1984,2,0.7064012937686461
1104,1985,1,1.2253500069000225
1104,1986,1,1.6546164377770445
1104,1994,1,0.4648236881508625
1104,1998,1,0.6253618624270655
1104,2000,1,-0.4414516593195576
1104,2001,2,0.26789224181386206
1104,2002,1,0.4322153341381257
1104,2003,2,0.29692755644981644
1104,2005,1,-0.5739215591737576
1104,2006,3,0.11043897034971868
1104,2007,3,-0.3074891499189276
1104,2008,1,0.5375482557831945
1104,2009,3,1.8647231288516624
1104,2011,2,0.8435759180248064
1104,2012,2,1.0035586776303438
1104,2013,1,0.6627763401168508
1104,2014,1,0.9609377346881826
1104,2015,1,0.4097924184296553
1104,2016,3,0.93279393456831
1104,2017,4,0.5810015798708958
1104,2018,1,0.144009308711719
1108,1972,1,2.8324345791210184
1108,1973,1,0.3204055865632725
1108,1979,1,0.8228734446802259
1108,1985,1,1.0261717538883968
1108,1986,2,2.7376923434841
1108,1988,1,0.5565214662539198
1108,1989,1,-0.1120401826022561
1108,1990,1,0.6776133475891599
1108,1993,2,0.8968663830482628
1108,1995,1,-0.9313306642583052
1111,1984,1,1.724399567946612
1111,2012,1,3.4768679317879108
1113,1963,1,0.8295213183955723
1113,1964,1,-0.0788219809142102
1113,1966,1,0.8360515319045052
1113,1974,1,0.4318726363099958
1113,1977,1,0.9927029569826592
1113,1980,1,1.298410449815695
1113,1985,1,0.4616341017080996
1113,1987,2,0.6110186631247357
1113,1989,1,0.395333038582744
1113,1990,1,0.4982073813448438
1113,1991,1,-0.070882463177969
1113,1992,3,0.8082480404140991
1114,1969,1,1.598228784397959
1114,1971,2,3.24849143154409
1114,1973,3,2.363252709428539
1114,1974,1,3.934465204997476
1115,1984,1,1.900891298767147
1115,1990,1,2.6662645204999897
1115,1991,2,0.9300021050291761
1115,1992,2,1.5859494098156859
1115,1993,2,1.6247514172851607
1115,1994,6,3.1262059915572054
1115,1995,10,2.94767802808469
1115,1996,6,2.748909453307063
1115,1997,6,2.6051934787602513
1115,1998,6,1.6278632469776007
1117,1984,1,2.3656692830795496
1120,1947,1,1.692827937727653
1120,1948,1,2.5163912119015257
1120,1952,1,0.3569581497609413
1120,1953,1,1.3379089871064531
1120,1956,1,0.8215793954174795
1120,1957,1,-0.1780912673734429
1120,1960,2,2.260833296179931
1120,1962,2,1.0632600874980453
1120,1963,1,1.4892254014687305
1122,1965,1,0.3544311037347784
1122,1966,2,2.2246913979588627
1122,1967,1,2.116424891387375
1122,1968,6,1.1976083380132418
1122,1969,4,2.8532946886200294
1122,1970,1,0.448679535008791
1122,1971,1,2.0620842266021686
1122,1973,2,1.7668082437669237
1122,1974,1,2.315644630714606
1122,1975,1,1.16100044362699
1122,1976,1,1.2815264947735434
1122,1979,1,2.8523460712993405
1122,1980,1,2.08329981434736
1122,1984,1,1.6346674622322377
1125,1982,1,0.0393233688154303
1126,1971,6,1.5415866809198129
1126,1972,4,1.0191317170909842
1126,1973,6,0.8659850569574509
1126,1974,4,0.3060382709606084
1126,1975,1,2.209893187442503
1126,1976,5,1.0553993784139941
1126,1977,2,-0.11523367368516885
1126,1978,1,-0.4340451746122127
1133,1942,1,5.10942107898892
1133,1943,5,3.5621957509203868
1133,1944,2,4.207358459136205
1133,1945,6,1.776753253145096
1133,1946,9,2.3386098356746206
1133,1947,11,1.424297383022877
1133,1948,6,7.933591699024063
1133,1949,13,1.938212951935723
1133,1950,17,2.3570784007165004
1133,1951,8,1.6722076144187863
1133,1952,13,2.070499366046967
1133,1953,10,1.1090051137285664
1133,1954,17,1.99867294159416
1133,1955,12,3.289350011844775
1133,1956,21,1.3489340348716938
1133,1957,15,0.9933104904418536
1133,1958,8,0.8343636611369912
1133,1959,16,1.6598577009740876
1133,1960,15,1.1518650772667058
1133,1961,20,1.5572809715479363
1133,1962,8,1.9253439080667205
1133,1963,5,1.4290840733125592
1133,1964,13,1.0330312551995784
1133,1965,14,0.8481229663755052
1133,1966,21,1.6119383527564186
1133,1967,16,1.226077557737015
1133,1968,4,2.2089484662397276
1133,1969,8,4.003607225430387
1133,1970,7,1.0318226534031496
1133,1971,3,1.2762879327905694
1139,1974,1,0.2313143209661207
1139,1976,1,1.1211829634576105
1145,1971,1,1.2933126527612393
1145,1980,1,1.5907174235395487
1145,1982,1,6.014561245194689
1145,1985,1,-0.0243189080249269
1146,1974,1,1.0379139893451224
1146,1976,2,1.7457361667547118
1146,1977,1,0.3597473352376013
1146,1978,1,0.8058865316519924
1148,1984,1,1.1795209414614325
1151,1984,1,1.6131258237012032
1151,1985,1,0.1335938804132641
1151,1993,2,1.6424449152148815
1153,1959,1,1.457287652024437
1153,1960,1,0.4549220222034782
1153,1961,3,2.302710359463051
1153,1963,2,0.279473501358721
1153,1964,1,1.472268213973325
1153,1965,2,1.0627509353158606
1153,1966,2,0.6448455981072718
1153,1967,4,0.1537800591738624
1153,1968,2,1.0356719432822739
1153,1969,2,2.47911684397303
1153,1970,2,1.9339745747101071
1153,1973,2,0.8568090639567152
1154,1994,3,0.38850312321368374
1156,1968,1,0.9586647817918365
1156,1972,1,1.9275370707086543
1159,1960,2,1.4489224975932768
1159,1962,8,1.699771290403732
1159,1963,2,1.0240341159092305
1159,1964,3,1.3347361672847011
1159,1965,1,1.0317129676978594
1159,1966,2,1.2573377632483096
1159,1967,2,1.0026979952568857
1159,1968,1,2.885840161316405
1159,1969,2,1.3599923113015935
1159,1970,2,0.38818181791979234
1159,1971,3,1.12831786955095
1159,1972,2,1.8566435347330532
1159,1973,1,-0.9554635869264432
1159,1974,8,1.6829064877324151
1159,1978,1,0.8356895902949725
1159,1981,1,1.426018868299848
1161,1970,1,-0.2287499589737178
1161,1971,5,1.757128137311008
1161,1972,1,1.3271927008643178
1161,1973,8,1.181288757992602
1161,1974,7,0.06336122947482743
1161,1975,3,3.1887082367355433
1161,1976,2,0.8679355361255056
1161,1977,2,0.7586749924435967
1161,1978,1,1.916510988426308
1161,1979,3,2.030209553997571
1161,1980,5,3.168435359821359
1161,1981,14,1.8432783196679028
